TF,gene,effect
GadE,gadF,+
GadE,mdtE,+
GadE,mdtF,+
GadE,gadX,+
GadE,gadW,+
GadE,gadA,+
GadE,yjbQ,+
GadE,yjbR,+
GadE,purA,+
GadE,yjjU,+
GadE;rcsB,yhiM,+
GadE;rcsB,slp,+
GadE;rcsB,dctR,+
GadE;rcsB,gadA,+
GadE;rcsB,gadX,+
GadE;rcsB,aslB,+
GadE;rcsB,adiC,+
GadE;rcsB,cadB,+
GadE;rcsB,cadA,+
GadW,gadB,-
GadW,gadC,-
GadW,gadB,+
GadW,gadC,+
GadW,slp,-
GadW,dctR,-
GadW,hdeA,-
GadW,hdeB,-
GadW,yhiD,-
GadW,hdeA,+
GadW,hdeB,+
GadW,yhiD,+
GadW,gadE,+
GadW,gadF,+
GadW,mdtE,+
GadW,mdtF,+
GadW,gadW,-
GadW,gadX,-
GadW,gadA,-
GadW,gadX,-
GadW,gadA,+
GadW,gadX,+
GadW,gadY,-
GadX,gadF,+
GadX,lon,+
GadX,glnK,+
GadX,amtB,+
GadX,ybaS,+
GadX,ybaT,+
GadX,asnB,+
GadX,hns,+
GadX,uspE,+
GadX,gadB,+
GadX,gadC,+
GadX,gadB,+
GadX,gadC,+
GadX,ydeN,-
GadX,ynfB,-
GadX,speG,-
GadX,asr,-
GadX,dtpA,-
GadX,rpoS,+
GadX,slp,+
GadX,dctR,+
GadX,slp,+
GadX,dctR,+
GadX,hdeA,-
GadX,hdeB,-
GadX,yhiD,-
GadX,hdeA,+
GadX,hdeB,+
GadX,yhiD,+
GadX,hdeD,+
GadX,gadE,+
GadX,gadE,+
GadX,gadF,+
GadX,mdtE,+
GadX,mdtF,+
GadX,gadW,-
GadX,gadW,-
GadX,gadX,+
GadX,gadW,+
GadX,gadA,+
GadX,gadX,+
GadX,btuB,-
GadX,murI,-
GadX,cadB,+
GadX,cadA,+
GadX,gadY,+
CspA,hns,+
CspA,gyrA,+
XylR,araC,-
XylR,xylB,+
XylR,xylA,+
XylR,xylF,+
XylR,xylG,+
XylR,xylH,+
XylR,xylR,+
YiaJ,yiaJ,-
YiaJ,yiaK,-
YiaJ,yiaL,-
YiaJ,yiaM,-
YiaJ,yiaN,-
YiaJ,yiaO,-
YiaJ,lyxK,-
YiaJ,sgbH,-
YiaJ,sgbU,-
YiaJ,sgbE,-
MtlR,mtlA,-
MtlR,mtlD,-
MtlR,mtlR,-
LldR,lldP,+
LldR,lldR,+
LldR,lldD,+
UhpA,uhpT,+
DnaA,aldA,-
DnaA,nrdA,+
DnaA,nrdB,+
DnaA,yfaE,+
DnaA,guaB,-
DnaA,guaA,-
DnaA,rpoH,-
DnaA,recF,-
DnaA,recF,+
DnaA,recF,-
DnaA,dnaN,-
DnaA,dnaN,+
DnaA,dnaN,-
DnaA,dnaA,-
DnaA,dnaA,+
DnaA,dnaA,-
DnaA,polA,+
DnaA,yjeV,-
AsnC,asnC,-
AsnC,mioC,-
AsnC,mnmG,-
AsnC,asnA,+
RbsR,add,+
RbsR,rbsD,-
RbsR,rbsA,-
RbsR,rbsC,-
RbsR,rbsB,-
RbsR,rbsK,-
RbsR,rbsR,-
RbsR,purD,-
RbsR,purH,-
IlvY,ilvY,-
IlvY,ilvC,+
MetR,glyA,+
MetR,hmp,+
MetR,metR,-
MetR,metE,+
MetR,metH,+
NtrC,glnK,+
NtrC,amtB,+
NtrC,glnQ,+
NtrC,glnP,+
NtrC,glnH,+
NtrC,potF,+
NtrC,potG,+
NtrC,potH,+
NtrC,potI,+
NtrC,rutG,+
NtrC,rutF,+
NtrC,rutE,+
NtrC,rutD,+
NtrC,rutC,+
NtrC,rutB,+
NtrC,rutA,+
NtrC,ddpF,+
NtrC,ddpD,+
NtrC,ddpC,+
NtrC,ddpB,+
NtrC,ddpA,+
NtrC,ddpX,+
NtrC,astE,+
NtrC,astB,+
NtrC,astD,+
NtrC,astA,+
NtrC,astC,+
NtrC,yeaG,+
NtrC,yeaH,+
NtrC,cbl,+
NtrC,nac,+
NtrC,hisP,+
NtrC,hisM,+
NtrC,hisQ,+
NtrC,hisJ,+
NtrC,argT,+
NtrC,rseC,+
NtrC,rseB,+
NtrC,rseA,+
NtrC,rpoE,+
NtrC,relA,+
NtrC,patA,+
NtrC,yhdW,+
NtrC,yhdX,+
NtrC,yhdY,+
NtrC,yhdZ,+
NtrC,glnG,+
NtrC,glnG,-
NtrC,glnG,-
NtrC,glnL,+
NtrC,glnL,-
NtrC,glnL,-
NtrC,glnA,+
NtrC,glnA,-
RhaS,rhaD,+
RhaS,rhaA,+
RhaS,rhaB,+
RhaS,rhaS,+
RhaS,rhaR,+
RhaS,rhaT,+
RhaR,rhaS,+
RhaR,rhaR,+
CpxR,degP,+
CpxR,skp,+
CpxR,lpxD,+
CpxR,fabZ,+
CpxR,lpxA,+
CpxR,sbmA,+
CpxR,yaiW,+
CpxR,ppiD,+
CpxR,hha,+
CpxR,tomB,+
CpxR,aroG,+
CpxR,ldtD,+
CpxR,ompF,-
CpxR,yccA,+
CpxR,efeU_1,-
CpxR,efeU_2,-
CpxR,csgG,-
CpxR,csgF,-
CpxR,csgE,-
CpxR,csgD,-
CpxR,csgB,-
CpxR,csgA,-
CpxR,csgC,-
CpxR,ldtC,+
CpxR,marR,+
CpxR,marA,+
CpxR,marB,+
CpxR,dgcZ,+
CpxR,spy,+
CpxR,yebE,+
CpxR,cheW,-
CpxR,cheA,-
CpxR,motB,-
CpxR,motA,-
CpxR,ftnB,+
CpxR,mdtA,+
CpxR,mdtB,+
CpxR,mdtC,+
CpxR,mdtD,+
CpxR,baeS,+
CpxR,baeR,+
CpxR,ompC,+
CpxR,acrD,+
CpxR,rseC,-
CpxR,rseB,-
CpxR,rseA,-
CpxR,rpoE,-
CpxR,ung,-
CpxR,bamE,-
CpxR,yqaE,+
CpxR,kbp,+
CpxR,dsbC,+
CpxR,bacA,+
CpxR,yqjA,+
CpxR,mzrA,+
CpxR,ppiA,+
CpxR,rpoH,+
CpxR,yidQ,+
CpxR,rdoA,+
CpxR,dsbA,+
CpxR,cpxA,+
CpxR,cpxR,+
CpxR,mscM,-
CpxR,psd,-
CpxR,tsr,-
CpxR,slt,+
CpxR,rprA,+
CpxR,cyaR,-
CpxR,cpxP,+
CpxR,cpxQ,+
CytR,tsx,-
CytR,ycdZ,-
CytR,cdd,-
CytR,nupC,-
CytR,nupG,-
CytR,ppiA,-
CytR,rpoH,-
CytR,udp,-
CytR,cytR,-
CytR,deoC,-
CytR,deoA,-
CytR,deoB,-
CytR,deoD,-
MetJ,metQ,-
MetJ,metI,-
MetJ,metN,-
MetJ,ahpC,-
MetJ,ahpF,-
MetJ,yeiB,-
MetJ,folE,-
MetJ,metK,-
MetJ,metC,-
MetJ,metR,-
MetJ,metE,-
MetJ,metB,-
MetJ,metL,-
MetJ,metF,-
MetJ,metA,-
OxyR,guaC,-
OxyR,hemH,+
OxyR,dsbG,+
OxyR,ahpC,+
OxyR,ahpC,+
OxyR,ahpF,+
OxyR,ahpF,+
OxyR,fur,+
OxyR,dps,+
OxyR,dps,+
OxyR,ybjM,-
OxyR,grxA,+
OxyR,grxA,+
OxyR,ybjC,-
OxyR,ybjC,-
OxyR,nfsA,-
OxyR,rimK,-
OxyR,ybjN,-
OxyR,nfsA,-
OxyR,hcp,+
OxyR,hcr,+
OxyR,ychF,-
OxyR,sufE,+
OxyR,sufE,+
OxyR,sufS,+
OxyR,sufS,+
OxyR,sufD,+
OxyR,sufD,+
OxyR,sufC,+
OxyR,sufC,+
OxyR,sufB,+
OxyR,sufB,+
OxyR,sufA,+
OxyR,sufA,+
OxyR,mepM,+
OxyR,znuA,+
OxyR,znuC,+
OxyR,znuB,+
OxyR,zinT,+
OxyR,flu,-
OxyR,flu,-
OxyR,mntH,+
OxyR,mntH,+
OxyR,trxC,+
OxyR,trxC,+
OxyR,gor,+
OxyR,yhjA,+
OxyR,metR,+
OxyR,metE,+
OxyR,katG,+
OxyR,katG,+
OxyR,oxyR,-
OxyR,gntP,-
OxyR,uxuA,-
OxyR,uxuB,-
OxyR,fhuF,-
OxyR,isrC,-
OxyR,oxyS,+
OxyR,yjjZ,+
OxyR,uof,+
FabR,fabA,-
FabR,fabB,-
BirA,bioA,-
BirA,bioB,-
BirA,bioF,-
BirA,bioC,-
BirA,bioD,-
HupA;hupB,seqA,-
HupA;hupB,pgm,-
HupA;hupB,galE,-
HupA;hupB,galT,-
HupA;hupB,galK,-
HupA;hupB,galM,-
HupA;hupB,tyrP,-
HupA;hupB,mtr,-
HupA;hupB,micF,+
ZraR,zraP,+
ZraR,zraS,+
ZraR,zraR,+
IclR,aceB,-
IclR,aceA,-
IclR,aceK,-
IclR,iclR,-
LexA,polB,-
LexA,ftsL,-
LexA,ftsI,-
LexA,murE,-
LexA,murF,-
LexA,mraY,-
LexA,murD,-
LexA,ftsW,-
LexA,murG,-
LexA,murC,-
LexA,ddlB,-
LexA,ftsQ,-
LexA,ftsA,-
LexA,ftsZ,-
LexA,lpxC,-
LexA,yafQ,-
LexA,dinJ,-
LexA,dinB,-
LexA,yafN,-
LexA,yafO,-
LexA,yafP,-
LexA,yafN,-
LexA,yafO,-
LexA,yafP,-
LexA,ybfE,-
LexA,phr,-
LexA,uvrB,-
LexA,dinG,-
LexA,ftsK,-
LexA,sulA,-
LexA,dinI,-
LexA,umuD,-
LexA,umuC,-
LexA,ydjM,-
LexA,cho,-
LexA,yebG,-
LexA,ruvB,-
LexA,ruvA,-
LexA,uvrC,-
LexA,uvrC,-
LexA,uvrY,-
LexA,sbmC,-
LexA,molR_1,-
LexA,recN,-
LexA,recA,-
LexA,recX,-
LexA,recD,-
LexA,recB,-
LexA,ptrA,-
LexA,rpsU,-
LexA,dnaG,-
LexA,rpoD,-
LexA,insK,-
LexA,dinD,-
LexA,uvrD,-
LexA,lexA,-
LexA,dinF,-
LexA,uvrA,-
LexA,ssb,-
LexA,symE,-
LexA,hokE,-
LexA,dinQ,-
LexA,tisB,-
Zur,ykgM,-
Zur,ykgO,-
Zur,znuA,-
Zur,znuC,-
Zur,znuB,-
Zur,zinT,-
SoxS,lpxC,+
SoxS,ybaO,+
SoxS,mdlA,+
SoxS,mdlB,+
SoxS,acrA,+
SoxS,acrB,+
SoxS,nfsB,+
SoxS,fur,+
SoxS,fldA,+
SoxS,fldA,+
SoxS,uof,+
SoxS,fur,+
SoxS,acrZ,+
SoxS,ybjC,+
SoxS,ybjC,+
SoxS,nfsA,+
SoxS,rimK,+
SoxS,ybjN,+
SoxS,nfsA,+
SoxS,poxB,+
SoxS,pqiA,+
SoxS,pqiB,+
SoxS,ptsG,+
SoxS,acnA,+
SoxS,acnA,+
SoxS,ribA,+
SoxS,ribA,+
SoxS,ompN,+
SoxS,ydbK,+
SoxS,ydbK,+
SoxS,nhoA,+
SoxS,marR,+
SoxS,marA,+
SoxS,marB,+
SoxS,fumC,+
SoxS,fumC,+
SoxS,zwf,+
SoxS,zwf,+
SoxS,zinT,+
SoxS,nfo,+
SoxS,nfo,+
SoxS,inaA,+
SoxS,fldB,+
SoxS,tolC,+
SoxS,ygiA,+
SoxS,ygiB,+
SoxS,ygiC,+
SoxS,yrbL,+
SoxS,waaY,+
SoxS,waaZ,+
SoxS,nepI,+
SoxS,sodA,+
SoxS,sodA,+
SoxS,fpr,+
SoxS,fpr,+
SoxS,pgi,+
SoxS,soxS,-
SoxS,rob,-
SoxS,rob,-
SoxS,micF,+
SoxS,uof,+
SoxR,lpxC,+
SoxR,fumC,+
SoxR,tyrA,+
SoxR,aroF,+
SoxR,yrbL,+
SoxR,sodA,+
SoxR,yjcB,+
SoxR,soxS,+
SoxR,soxS,+
SoxR,soxR,-
SoxR,mgtA,+
AlsR,rpiR,-
AlsR,alsB,-
AlsR,alsA,-
AlsR,alsC,-
AlsR,alsE,-
AlsR,rpiB,-
BasR,hha,+
BasR,tomB,+
BasR,putA,-
BasR,csgG,+
BasR,csgF,+
BasR,csgE,+
BasR,csgD,+
BasR,cspI,+
BasR,qseB,+
BasR,qseC,+
BasR,yrbL,-
BasR,dgkA,+
BasR,fimB,+
AdiY,gadB,+
AdiY,gadC,+
AdiY,gltB,+
AdiY,gltD,+
AdiY,gltF,+
AdiY,gadA,+
AdiY,gadX,+
AdiY,adiA,+
MelR,melR,+
MelR,melA,+
MelR,melB,+
DcuR,dpiB,+
DcuR,dpiA,+
DcuR,dctA,+
DcuR,dcuB,+
DcuR,fumB,+
DcuR,frdD,+
DcuR,frdC,+
DcuR,frdB,+
DcuR,frdA,+
CadC,cadB,+
CadC,cadA,+
CadC,cadC,+
NsrR,aceE,-
NsrR,aceF,-
NsrR,dkgB,-
NsrR,mhpT,-
NsrR,hcp,-
NsrR,hcr,-
NsrR,lrp,-
NsrR,ndh,-
NsrR,feaR,-
NsrR,feaB,-
NsrR,ydbD,-
NsrR,tehA,-
NsrR,tehB,-
NsrR,grxD,-
NsrR,mepH,-
NsrR,sodB,-
NsrR,sufE,-
NsrR,sufS,-
NsrR,sufD,-
NsrR,sufC,-
NsrR,sufB,-
NsrR,sufA,-
NsrR,ihfA,-
NsrR,pheT,-
NsrR,pheS,-
NsrR,pheM,-
NsrR,rplT,-
NsrR,rpmI,-
NsrR,infC,-
NsrR,thrS,-
NsrR,yeaE,-
NsrR,yoaG,-
NsrR,yeaR,-
NsrR,fliA,-
NsrR,fliZ,-
NsrR,tcyJ,-
NsrR,fliA,-
NsrR,fliZ,-
NsrR,tcyJ,-
NsrR,cdd,-
NsrR,dsdC,-
NsrR,hmp,-
NsrR,tadA,-
NsrR,pgpC,-
NsrR,bamE,-
NsrR,norR,-
NsrR,hycI,-
NsrR,hycH,-
NsrR,hycG,-
NsrR,hycF,-
NsrR,hycE,-
NsrR,hycD,-
NsrR,hycC,-
NsrR,hycB,-
NsrR,hycA,-
NsrR,hypA,-
NsrR,hypB,-
NsrR,hypC,-
NsrR,hypD,-
NsrR,hypE,-
NsrR,fhlA,-
NsrR,ygbA,-
NsrR,tsgA,-
NsrR,waaH,-
NsrR,rfe,-
NsrR,wzzE,-
NsrR,wecB,-
NsrR,wecC,-
NsrR,rffG,-
NsrR,rffH,-
NsrR,rffC,-
NsrR,wecE,-
NsrR,wzxE,-
NsrR,wzyE,-
NsrR,rffM,-
NsrR,nrfA,-
NsrR,nrfB,-
NsrR,nrfC,-
NsrR,nrfD,-
NsrR,nrfE,-
NsrR,nrfF,-
NsrR,nrfG,-
NsrR,ytfE,-
NsrR,bdcA,-
NsrR,rybB,-
NsrR,rffT,-
AidB,aidB,-
UlaR,ulaG,-
UlaR,ulaA,-
UlaR,ulaB,-
UlaR,ulaC,-
UlaR,ulaD,-
UlaR,ulaE,-
UlaR,ulaF,-
TreR,treB,-
TreR,treC,-
PepA,carA,-
PepA,carB,-
PepA,pepA,-
IdnR,gntK,-
IdnR,gntU,-
IdnR,idnD,+
IdnR,idnO,+
IdnR,idnT,+
IdnR,idnR,+
IdnR,idnK,+
UxuR,uidC,-
UxuR,uidB,-
UxuR,uidA,-
UxuR,exuR,-
UxuR,gntP,-
UxuR,uxuA,-
UxuR,uxuB,-
UxuR,uxuR,-
UxuR,lgoR,-
HypT,metQ,+
HypT,metI,+
HypT,metN,+
HypT,cydA,+
HypT,cydB,+
HypT,cysH,+
HypT,metB,+
HypT,metL,+
HypT,fecA,-
HypT,fecB,-
HypT,fecC,-
HypT,fecD,-
HypT,fecE,-
YjjQ,ybhL,-
YjjQ,gfcA,-
YjjQ,flhD,-
YjjQ,flhC,-
YjjQ,ompC,-
YjjQ,yfiR,-
YjjQ,dgcN,-
YjjQ,yfiB,-
YjjQ,ymiA,-
YjjQ,yciX,-
NadR,nadA,-
NadR,pnuC,-
NadR,pncB,-
NadR,nadB,-
TrpR,fhuC,+
TrpR,fhuC,-
TrpR,fhuD,+
TrpR,fhuD,-
TrpR,fhuB,+
TrpR,fhuB,-
TrpR,aroL,-
TrpR,yaiA,-
TrpR,aroM,-
TrpR,aroL,-
TrpR,yaiA,-
TrpR,aroM,-
TrpR,trpL,-
TrpR,trpE,-
TrpR,trpD,-
TrpR,trpC,-
TrpR,trpB,-
TrpR,trpA,-
TrpR,trpL,-
TrpR,trpE,-
TrpR,trpD,-
TrpR,trpC,-
TrpR,trpB,-
TrpR,trpA,-
TrpR,aroH,-
TrpR,aroH,-
TrpR,ftnB,+
TrpR,ftnB,-
TrpR,mtr,-
TrpR,mtr,-
TrpR,mdtL,+
TrpR,mdtL,-
TrpR,trpR,-
TrpR,trpR,-
Rob,acrA,+
Rob,acrB,+
Rob,nfsB,+
Rob,acrZ,+
Rob,ldtB,+
Rob,ybjC,+
Rob,nfsA,+
Rob,rimK,+
Rob,ybjN,+
Rob,acnA,+
Rob,marR,+
Rob,marA,+
Rob,marB,+
Rob,fumC,+
Rob,zwf,+
Rob,nfo,+
Rob,inaA,+
Rob,mltF,+
Rob,tolC,+
Rob,ygiA,+
Rob,ygiB,+
Rob,ygiC,+
Rob,aslB,+
Rob,sodA,+
Rob,rob,-
Rob,micF,+
CreB,talA,+
CreB,malE,-
CreB,malF,-
CreB,malG,-
CreB,creD,+
ArcA,gadF,+
ArcA,sroD,-
ArcA,thrA,-
ArcA,thrB,-
ArcA,thrC,-
ArcA,thrL,-
ArcA,rpsT,+
ArcA,ribF,+
ArcA,ileS,+
ArcA,lspA,+
ArcA,fkpB,+
ArcA,ispH,+
ArcA,carA,+
ArcA,carB,+
ArcA,caiE,+
ArcA,caiE,+
ArcA,caiE,-
ArcA,caiD,+
ArcA,caiD,+
ArcA,caiD,-
ArcA,caiC,+
ArcA,caiC,+
ArcA,caiC,-
ArcA,caiB,+
ArcA,caiB,+
ArcA,caiB,-
ArcA,caiA,+
ArcA,caiA,+
ArcA,caiA,-
ArcA,caiT,+
ArcA,caiT,+
ArcA,caiT,-
ArcA,leuD,+
ArcA,leuC,+
ArcA,leuB,+
ArcA,leuA,+
ArcA,leuL,+
ArcA,aceE,-
ArcA,aceF,-
ArcA,lpd,-
ArcA,lpd,-
ArcA,yacH,+
ArcA,yacH,-
ArcA,acnB,-
ArcA,acnB,-
ArcA,fadE,-
ArcA,fadE,-
ArcA,lpcA,+
ArcA,lpcA,-
ArcA,betA,-
ArcA,betA,-
ArcA,betB,-
ArcA,betB,-
ArcA,betI,-
ArcA,betI,-
ArcA,betT,-
ArcA,lacI,-
ArcA,mhpR,-
ArcA,mhpA,-
ArcA,mhpB,-
ArcA,mhpC,-
ArcA,mhpD,-
ArcA,mhpF,-
ArcA,mhpE,-
ArcA,cyoE,-
ArcA,cyoE,-
ArcA,cyoD,-
ArcA,cyoD,-
ArcA,cyoC,-
ArcA,cyoC,-
ArcA,cyoB,-
ArcA,cyoB,-
ArcA,cyoA,-
ArcA,cyoA,-
ArcA,ybdN,+
ArcA,citG,-
ArcA,citX,-
ArcA,citF,-
ArcA,citE,-
ArcA,citD,-
ArcA,citC,-
ArcA,dpiB,+
ArcA,dpiA,+
ArcA,dcuC,+
ArcA,kdpA,-
ArcA,kdpB,-
ArcA,kdpC,-
ArcA,kdpF,-
ArcA,kdpA,+
ArcA,kdpB,+
ArcA,kdpC,+
ArcA,kdpF,+
ArcA,ybfA,+
ArcA,gltA,-
ArcA,gltA,-
ArcA,sdhC,+
ArcA,sdhD,+
ArcA,sdhA,+
ArcA,sdhB,+
ArcA,sucA,+
ArcA,sucB,+
ArcA,sucC,+
ArcA,sucD,+
ArcA,sdhA,-
ArcA,sdhB,-
ArcA,sdhC,-
ArcA,sdhD,-
ArcA,sucA,-
ArcA,sucB,-
ArcA,sucC,-
ArcA,sucD,-
ArcA,sucA,-
ArcA,sucB,-
ArcA,sucC,-
ArcA,sucD,-
ArcA,cydA,+
ArcA,cydA,+
ArcA,cydA,+
ArcA,cydA,+
ArcA,cydA,-
ArcA,cydB,+
ArcA,cydB,+
ArcA,cydB,+
ArcA,cydB,+
ArcA,cydB,-
ArcA,ybhK,+
ArcA,moaA,-
ArcA,moaB,-
ArcA,moaC,-
ArcA,moaD,-
ArcA,moaE,-
ArcA,fiu,-
ArcA,mcbA,-
ArcA,ybiU,+
ArcA,ybiU,-
ArcA,ybiW,+
ArcA,ybiW,-
ArcA,ybiY,+
ArcA,ybiY,-
ArcA,fsaA,+
ArcA,moeB,+
ArcA,moeA,+
ArcA,iaaA,+
ArcA,gsiA,+
ArcA,gsiB,+
ArcA,gsiC,+
ArcA,gsiD,+
ArcA,rimO,+
ArcA,bssR,-
ArcA,potF,-
ArcA,potG,-
ArcA,potH,-
ArcA,potI,-
ArcA,ybjX,+
ArcA,macA,-
ArcA,macB,-
ArcA,clpS,-
ArcA,clpA,-
ArcA,serW,+
ArcA,infA,+
ArcA,cydC,+
ArcA,cydD,+
ArcA,cydD,+
ArcA,cydC,+
ArcA,focA,+
ArcA,pflB,+
ArcA,focA,+
ArcA,pflB,+
ArcA,focA,-
ArcA,pflB,-
ArcA,pncB,+
ArcA,pncB,-
ArcA,pepN,-
ArcA,rmf,+
ArcA,rmf,-
ArcA,yccA,+
ArcA,yccA,-
ArcA,serT,+
ArcA,serT,-
ArcA,hyaA,+
ArcA,hyaB,+
ArcA,hyaC,+
ArcA,hyaD,+
ArcA,hyaE,+
ArcA,hyaF,+
ArcA,appC,+
ArcA,appB,+
ArcA,appX,+
ArcA,appA,+
ArcA,rutG,+
ArcA,rutG,+
ArcA,rutG,-
ArcA,rutF,+
ArcA,rutF,+
ArcA,rutF,-
ArcA,rutE,+
ArcA,rutE,+
ArcA,rutE,-
ArcA,rutD,+
ArcA,rutD,+
ArcA,rutD,-
ArcA,rutC,+
ArcA,rutC,+
ArcA,rutC,-
ArcA,rutB,+
ArcA,rutB,+
ArcA,rutB,-
ArcA,rutA,+
ArcA,rutA,+
ArcA,rutA,-
ArcA,rutR,+
ArcA,rutR,-
ArcA,putA,-
ArcA,putP,-
ArcA,putP,+
ArcA,phoH,-
ArcA,phoH,+
ArcA,yceI,+
ArcA,yceI,-
ArcA,yceJ,+
ArcA,yceJ,-
ArcA,yceD,+
ArcA,rpmF,+
ArcA,plsX,+
ArcA,fabH,+
ArcA,fabD,+
ArcA,fabG,+
ArcA,acpP,+
ArcA,fabF,+
ArcA,ptsG,-
ArcA,ptsG,+
ArcA,ndh,-
ArcA,ndh,+
ArcA,ndh,-
ArcA,nudJ,+
ArcA,nudJ,-
ArcA,rluE,+
ArcA,rluE,-
ArcA,icd,-
ArcA,icd,-
ArcA,iraM,+
ArcA,dsbB,+
ArcA,dhaM,+
ArcA,dhaM,-
ArcA,dhaL,+
ArcA,dhaL,-
ArcA,dhaK,+
ArcA,dhaK,-
ArcA,dhaR,+
ArcA,dhaR,-
ArcA,hemA,+
ArcA,prfA,+
ArcA,prmC,+
ArcA,oppA,-
ArcA,oppA,+
ArcA,oppB,-
ArcA,oppB,+
ArcA,oppC,-
ArcA,oppC,+
ArcA,oppD,-
ArcA,oppD,+
ArcA,oppF,-
ArcA,oppF,+
ArcA,ompW,-
ArcA,acnA,-
ArcA,puuA,-
ArcA,puuA,+
ArcA,puuA,-
ArcA,puuP,-
ArcA,puuD,-
ArcA,puuD,-
ArcA,puuR,-
ArcA,puuC,-
ArcA,puuB,-
ArcA,puuE,-
ArcA,puuR,-
ArcA,tpx,-
ArcA,tpx,-
ArcA,ycjG,+
ArcA,ycjG,-
ArcA,ynaJ,-
ArcA,fnr,-
ArcA,feaR,+
ArcA,feaR,-
ArcA,feaB,+
ArcA,feaB,-
ArcA,maoC,+
ArcA,maoC,-
ArcA,paaA,+
ArcA,paaB,+
ArcA,paaC,+
ArcA,paaD,+
ArcA,paaE,+
ArcA,paaF,+
ArcA,paaG,+
ArcA,paaH,+
ArcA,paaI,+
ArcA,paaJ,+
ArcA,paaK,+
ArcA,paaA,-
ArcA,paaB,-
ArcA,paaC,-
ArcA,paaD,-
ArcA,paaE,-
ArcA,paaF,-
ArcA,paaG,-
ArcA,paaH,-
ArcA,paaI,-
ArcA,paaJ,-
ArcA,paaK,-
ArcA,aldA,-
ArcA,aldA,-
ArcA,yncD,+
ArcA,yncD,-
ArcA,yncE,+
ArcA,yncE,-
ArcA,ddpF,+
ArcA,ddpF,-
ArcA,ddpD,+
ArcA,ddpD,-
ArcA,ddpC,+
ArcA,ddpC,-
ArcA,ddpB,+
ArcA,ddpB,-
ArcA,ddpA,+
ArcA,ddpA,-
ArcA,ddpX,+
ArcA,ddpX,-
ArcA,uxaB,+
ArcA,uxaB,-
ArcA,ydeA,-
ArcA,pntB,+
ArcA,pntA,+
ArcA,ydgC,+
ArcA,ydgC,-
ArcA,rstA,+
ArcA,rstA,-
ArcA,rstB,+
ArcA,rstB,-
ArcA,fumC,-
ArcA,fumC,+
ArcA,fumC,-
ArcA,fumA,-
ArcA,fumA,-
ArcA,manA,+
ArcA,manA,-
ArcA,astE,-
ArcA,astB,-
ArcA,astD,-
ArcA,astA,-
ArcA,astC,-
ArcA,xthA,-
ArcA,msrB,-
ArcA,gapA,-
ArcA,yeaD,-
ArcA,fadD,-
ArcA,fadD,-
ArcA,flhC,+
ArcA,flhD,+
ArcA,insB-5,+
ArcA,insB-5,-
ArcA,insA-5,+
ArcA,insA-5,-
ArcA,uspC,+
ArcA,uspC,-
ArcA,yecR,+
ArcA,yecR,-
ArcA,gatD,-
ArcA,gatC,-
ArcA,gatB,-
ArcA,gatA,-
ArcA,gatZ,-
ArcA,gatY,-
ArcA,mglA,-
ArcA,mglB,-
ArcA,mglC,-
ArcA,yeiB,-
ArcA,folE,-
ArcA,yeiG,+
ArcA,yeiG,-
ArcA,cirA,-
ArcA,yeiQ,+
ArcA,yeiQ,-
ArcA,yejG,-
ArcA,rplY,+
ArcA,proL,+
ArcA,proL,-
ArcA,mqo,-
ArcA,ompC,+
ArcA,rcsD,+
ArcA,rcsB,+
ArcA,glpA,-
ArcA,glpB,-
ArcA,glpC,-
ArcA,yfbM,+
ArcA,yfbM,-
ArcA,nuoN,-
ArcA,nuoN,-
ArcA,nuoM,-
ArcA,nuoM,-
ArcA,nuoL,-
ArcA,nuoL,-
ArcA,nuoK,-
ArcA,nuoK,-
ArcA,nuoJ,-
ArcA,nuoJ,-
ArcA,nuoI,-
ArcA,nuoI,-
ArcA,nuoH,-
ArcA,nuoH,-
ArcA,nuoG,-
ArcA,nuoG,-
ArcA,nuoF,-
ArcA,nuoF,-
ArcA,nuoE,-
ArcA,nuoE,-
ArcA,nuoC,-
ArcA,nuoC,-
ArcA,nuoB,-
ArcA,nuoB,-
ArcA,nuoA,-
ArcA,nuoA,-
ArcA,ackA,+
ArcA,hisP,-
ArcA,hisM,-
ArcA,hisQ,-
ArcA,hisJ,-
ArcA,argT,-
ArcA,fadJ,-
ArcA,fadJ,-
ArcA,fadI,-
ArcA,fadI,-
ArcA,yfcZ,-
ArcA,fadL,-
ArcA,yfdZ,+
ArcA,yfdZ,-
ArcA,ypdA,+
ArcA,ypdA,-
ArcA,ypdB,+
ArcA,ypdB,-
ArcA,ypdC,+
ArcA,ypdC,-
ArcA,mntH,-
ArcA,nupC,+
ArcA,yffQ,+
ArcA,yffQ,-
ArcA,yffR,+
ArcA,yffR,-
ArcA,guaA,+
ArcA,guaB,+
ArcA,guaA,-
ArcA,guaB,-
ArcA,xseA,+
ArcA,ndk,-
ArcA,trmJ,+
ArcA,trmJ,-
ArcA,suhB,+
ArcA,suhB,-
ArcA,hcaR,+
ArcA,hcaR,-
ArcA,hcaE,+
ArcA,hcaE,-
ArcA,hcaF,+
ArcA,hcaF,-
ArcA,hcaC,+
ArcA,hcaC,-
ArcA,hcaB,+
ArcA,hcaB,-
ArcA,hcaD,+
ArcA,hcaD,-
ArcA,grcA,+
ArcA,yfiF,+
ArcA,kgtP,-
ArcA,ssrA,+
ArcA,ssrA,-
ArcA,csiD,-
